Name,Jagged Mean,Jagged Std Dev,Jmax,Jmin,Jrange,Stanza Mean,Stanza Std Dev,Smax,Smin,Srange,Margin Mean,Margin Std Dev,Mmax,Mmin,Mrange,Length Mean,Length Std Dev,Lmax,Lmin,Lrange
arizona_republican_18910530_3_clean_false.jpg,73.6150793651,70.0912143651,3414,3066,0,15.7912578055,13.7671198856,49,1,48,84,67.321663298,144,0,144,37.3836206897,59.1939515601,144,0,144
boons_lick_times_18410612_3_false.jpg,48.8174603175,53.1403055532,2242,1448,0,10.9517453799,10.2497925072,88,2,86,13.5873015873,41.9128541712,144,0,144,94.2801724138,65.6383441391,144,0,144
burlington_free_press_18360108_1_clean_false.jpg,20.2380952381,29.5280746316,612,288,0,12.3975903614,16.5518096845,199,5,194,2.2857142857,18.0184550678,144,0,144,128.125,65.1659131,137,7,130
burlington_free_press_18361125_1_true.jpg,48.5674603175,53.4423954988,2966,2314,0,10.4543396226,9.6836952072,88,4,84,39.9603174603,43.8656577423,144,10,134,0,0,0,0,0
charleston_daily_news_18690128_false.jpg,57.75,62.2401742102,1354,1212,0,30.1247058824,18.2711853241,153,7,146,93.6746031746,44.8339459835,144,0,144,4.0474137931,22.4276478431,144,0,144
cheyenne_transporter_18800825_6_clean_false.jpg,22.6785714286,39.3476768621,1134,750,0,13.573816156,9.1951594799,36,5,31,10.3293650794,30.9502103286,144,0,144,112.6163793103,73.833790054,144,0,144
cheyenne_transporter_18800825_6_true.jpg,52.1825396825,51.7334526605,2452,2028,0,12.6426886792,7.6876474269,48,4,44,32.5873015873,54.873109016,144,0,144,93.0948275862,69.9533898534,144,0,144
cheyenne_transporter_18801009_3_clean_false.jpg,13.5674603175,34.337065703,860,796,0,8.0720221607,3.6684351823,17,1,16,7.9484126984,29.6475801955,144,0,144,122.7801724138,74.4143310069,144,0,144
cheyenne_transporter_18801009_3_clean_true.jpg,44.7658730159,54.7004319516,2072,1716,0,11.2849519744,7.4981974229,53,5,48,32.3015873016,49.2905707073,144,0,144,14.525862069,41.6566598595,144,0,144
cheyenne_transporter_18860304_7_clean_false.jpg,2.3015873016,18.143583228,290,288,0,0,0,-2147483648,2147483647,1,2.2857142857,18.0184550678,144,0,144,144,67.8822509939,144,144,0
